,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
273,Klaksvík,100,FO,1586629199,93,62.23,-6.59,7.0,2.6
274,Laguna,90,US,1586629200,77,38.42,-121.42,17.22,3.6
275,Tiznit Province,100,MA,1586629201,60,29.58,-9.5,17.01,3.47
276,Uddevalla,100,SE,1586629201,93,58.35,11.94,5.56,6.7
277,Sistranda,75,NO,1586629202,65,63.73,8.83,7.0,2.1
278,Carutapera,83,BR,1586629203,82,-1.2,-46.02,27.93,3.94
279,Katsuura,75,JP,1586629203,93,35.13,140.3,10.0,5.1
280,Muravlenko,100,RU,1586629204,94,63.79,74.52,1.97,7.24
281,Kaitangata,87,NZ,1586629205,85,-46.28,169.85,10.56,0.45
282,Roald,100,NO,1586629037,87,62.58,6.13,8.33,3.6
283,Lorengau,55,PG,1586629206,75,-2.02,147.27,27.62,1.24
284,Lázaro Cárdenas,11,MX,1586629047,53,17.96,-102.2,29.82,3.73
285,Aswān,0,EG,1586629208,19,24.09,32.91,24.0,7.2
286,Comodoro Rivadavia,20,AR,1586629061,33,-45.87,-67.5,17.0,5.7
287,Katangli,61,RU,1586629065,94,51.71,143.23,-2.04,5.9
288,Yantongshan,0,CN,1586629210,60,43.29,126.01,3.8,2.75
289,Wanning,46,CN,1586629210,89,18.8,110.4,23.93,1.66
290,Barra Patuca,41,HN,1586629211,66,15.8,-84.28,29.4,7.36
291,Bilibino,97,RU,1586629212,89,68.05,166.44,-15.46,0.6
292,Mwingi,49,KE,1586629212,67,-0.93,38.06,20.86,2.3
293,Biak,3,ID,1586629046,73,-0.91,122.88,26.8,3.68
294,Barra de Tecoanapa,42,MX,1586629214,45,16.52,-98.75,31.54,5.1
295,Guadalajara,40,MX,1586629214,13,20.67,-103.33,30.0,3.6
296,São Félix do Xingu,86,BR,1586629215,75,-6.64,-51.99,28.24,2.13
297,Abnūb,0,EG,1586629216,36,27.27,31.15,24.0,4.1
298,Sarkand,49,KZ,1586629217,36,45.41,79.92,8.87,1.72
299,Tūkrah,36,LY,1586629217,70,32.53,20.58,14.96,3.16
300,Rawson,3,AR,1586629218,29,-43.3,-65.1,17.67,7.42
301,Rodeo,90,US,1586629209,71,38.03,-122.27,14.44,3.6
302,Aquiraz,20,BR,1586629219,70,-3.9,-38.39,30.0,4.1
303,Belyy Yar,0,RU,1586629220,85,53.6,91.39,-5.0,3.0
304,Broome,1,US,1586629221,38,42.25,-75.83,8.33,7.7
305,Huejuquilla el Alto,43,MX,1586629221,13,22.6,-103.87,26.07,7.65
306,Chifeng,0,CN,1586629222,41,42.27,118.96,6.26,3.31
307,Kefamenanu,47,ID,1586629223,82,-9.45,124.48,21.22,0.59
308,Menongue,74,AO,1586629223,61,-14.66,17.69,18.74,1.49
309,Vestmannaeyjar,90,IS,1586629027,93,63.44,-20.27,7.0,4.1
310,San Quintín,32,MX,1586629225,64,30.48,-115.95,16.6,6.13
311,Petropavlovsk-Kamchatskiy,20,RU,1586629225,79,53.05,158.65,-4.0,3.0
312,Taksimo,94,RU,1586629226,62,56.34,114.88,1.65,0.49
313,Anito,18,PH,1586629227,79,12.45,125.29,25.14,1.24
314,Mahon,2,ES,1586629228,63,39.89,4.27,17.0,3.1
315,Ngunguru,7,NZ,1586629228,98,-35.62,174.5,12.22,1.79
316,Port Lincoln,59,AU,1586629229,66,-34.73,135.87,13.27,4.18
317,Ulladulla,2,AU,1586629230,50,-35.35,150.47,12.0,7.7
318,Apastovo,100,RU,1586629230,86,55.2,48.51,3.0,4.0
319,Praia,2,CV,1586629231,48,14.92,-23.51,29.0,6.2
320,Hay River,40,CA,1586629232,71,60.82,-115.8,-13.0,3.6
321,Charagua,0,BO,1586629232,23,-19.8,-63.22,28.05,3.29
322,Mandalgovi,0,MN,1586629233,31,45.76,106.27,3.67,4.65
323,Mount Gambier,90,AU,1586629234,71,-37.83,140.77,11.0,2.1
324,Tsiroanomandidy,29,MG,1586629234,56,-18.77,46.03,20.77,1.69
325,Hemnesberget,100,NO,1586629235,91,66.23,13.63,-1.47,2.37
326,Lālmohan,0,BD,1586629236,71,22.34,90.74,28.02,4.84
327,Portree,97,GB,1586629237,86,57.41,-6.19,8.89,3.13
328,Toora-Khem,39,RU,1586629237,61,52.47,96.11,0.39,1.14
329,Palmer,75,US,1586629238,27,42.16,-72.33,11.0,11.8
330,Merrill,1,US,1586629035,30,45.18,-89.68,12.78,4.1
331,Matara,6,LK,1586629239,87,5.95,80.54,25.75,2.56
332,Stokmarknes,98,NO,1586629240,88,68.56,14.91,0.0,0.45
333,Nampula,51,MZ,1586629241,86,-15.12,39.27,20.21,2.29
334,Rincon,40,US,1586629241,28,32.3,-81.24,23.33,3.1
335,Clacton-on-Sea,53,GB,1586629035,45,51.79,1.16,19.0,3.6
336,Jalu,49,LY,1586629243,26,29.03,21.55,19.51,3.94
337,Lüderitz,0,NA,1586629243,49,-26.65,15.16,23.0,4.1
338,Soe,16,ID,1586629035,82,-9.86,124.28,18.34,0.72
339,Velyka Oleksandrivka,33,UA,1586629245,52,47.32,33.3,8.47,3.29
340,Nova Friburgo,87,BR,1586629246,95,-22.28,-42.53,17.22,1.02
341,Saint-Pierre,43,RE,1586629246,78,-21.34,55.48,25.0,2.6
342,Mezen',94,RU,1586629247,96,65.85,44.24,-6.47,1.81
343,Aklavik,20,CA,1586629248,78,68.22,-135.01,-12.0,3.6
344,Leland,1,US,1586629248,26,34.26,-78.04,18.89,0.72
345,Usinsk,6,RU,1586629249,94,65.99,57.53,-9.6,1.51
346,Yamada,12,JP,1586629250,75,39.47,141.95,3.5,2.63
347,Jega,82,NG,1586629251,15,12.22,4.38,36.16,2.3
348,Terney,0,RU,1586629251,91,45.05,136.61,-2.94,2.79
349,Sørland,100,NO,1586629252,79,67.67,12.69,1.79,3.68
350,Ajdabiya,100,LY,1586629044,52,30.76,20.23,17.31,6.64
351,Saint Andrews,20,US,1586629253,22,34.05,-81.13,21.67,3.6
352,Korla,17,CN,1586629254,44,41.76,86.15,12.78,2.68
353,Tripoli,49,LY,1586629255,61,32.88,13.19,17.5,8.88
354,Port Augusta,40,AU,1586629255,67,-32.5,137.77,14.0,4.6
355,Mehamn,92,NO,1586629256,89,71.04,27.85,-5.11,0.76
356,Urubichá,0,BO,1586629257,28,-15.38,-62.95,32.93,1.24
357,Kolondiéba,53,ML,1586629257,18,11.09,-6.89,37.02,1.35
358,Portland,75,US,1586629062,57,45.52,-122.68,12.78,0.67
359,Pemba,20,MZ,1586629259,78,-12.97,40.52,27.0,4.6
360,Fort Nelson,75,CA,1586629259,58,58.81,-122.7,-4.0,1.5
361,Skibbereen,20,IE,1586629260,67,51.55,-9.27,17.0,2.6
362,La Providencia,0,MX,1586629261,52,28.72,-111.58,22.22,1.79
363,Paita,98,PE,1586629261,100,-5.09,-81.11,17.0,3.6
364,Taitung City,90,TW,1586629262,69,22.76,121.14,23.04,2.15
365,Kaeo,27,NZ,1586629263,93,-35.1,173.78,12.78,4.14
366,Cabo San Lucas,40,MX,1586629204,49,22.89,-109.91,25.0,10.3
367,Cidreira,18,BR,1586629264,56,-30.18,-50.21,21.9,3.38
368,Chhor,93,PK,1586629265,20,25.52,69.77,33.71,5.4
369,Nanchang,75,CN,1586629058,83,28.68,115.88,10.28,2.53
370,Gorom-Gorom,79,BF,1586629266,17,14.44,-0.24,36.62,4.39
371,Rio Brilhante,0,BR,1586629267,35,-21.8,-54.55,28.98,0.58
372,Paamiut,94,GL,1586629268,71,61.99,-49.67,4.59,2.65
373,Mikuni,40,JP,1586629268,75,36.22,136.15,5.0,1.5
374,Tura,17,IN,1586629031,37,25.52,90.22,23.71,1.42
375,Codrington,64,AU,1586629270,73,-38.27,141.97,10.76,5.23
376,Chapais,90,CA,1586629271,58,49.78,-74.85,-1.0,5.7
377,Colares,20,PT,1586629195,72,38.8,-9.45,18.0,4.6
378,Selikhino,44,RU,1586629272,87,50.37,137.5,0.0,1.44
379,Canmore,1,CA,1586629273,67,51.08,-115.35,-6.11,6.2
380,Fortuna,90,US,1586629030,100,40.6,-124.16,15.56,3.6
381,Tanout,69,NE,1586629274,10,14.97,8.89,31.28,4.67
382,Kawalu,36,ID,1586629275,81,-7.38,108.21,22.81,0.51
383,Kincardine,48,GB,1586629275,47,56.07,-3.72,15.0,5.1
384,Oktyabr'skoye,98,RU,1586629276,87,43.06,44.74,9.0,3.0
385,Cherdakly,100,RU,1586629277,80,54.36,48.84,4.0,2.0
386,Tsumeb,84,NA,1586629277,48,-19.23,17.72,20.83,2.64
387,Jiujiang,75,CN,1586629278,85,29.73,115.98,9.14,2.57
388,Chiredzi,5,ZW,1586629279,49,-21.05,31.67,22.39,2.03
389,Sioux Lookout,90,CA,1586629280,76,50.1,-91.92,0.0,6.2
390,Chalmette,1,US,1586629280,49,29.94,-89.96,25.56,3.1
391,Port Keats,89,AU,1586629281,77,-14.25,129.55,26.16,5.56
392,Kapoeta,36,SS,1586629282,30,4.77,33.59,31.61,4.16
393,Kalmunai,15,LK,1586629033,77,7.42,81.82,27.77,2.73
394,Waipawa,4,NZ,1586629283,82,-41.41,175.52,15.0,9.3
395,Chicama,20,PE,1586629284,83,-7.84,-79.15,22.0,5.7
396,Khanbari,71,NP,1586629025,26,27.37,87.2,18.9,2.81
397,Pahrump,1,US,1586629060,47,36.21,-115.98,18.89,2.6
398,Andenes,100,NO,1586629286,81,69.31,16.12,0.0,6.7
399,Rosarito,75,MX,1586629286,77,32.33,-117.03,17.78,1.96
400,Kamenka,100,RU,1586629287,91,51.32,42.77,3.33,3.13
401,Nome,40,US,1586629288,92,64.5,-165.41,-6.0,4.1
402,Mataram,40,ID,1586629288,94,-8.58,116.12,24.0,1.54
403,Porbandar,16,IN,1586629289,67,21.64,69.61,26.99,4.58
404,Sobolevo,38,RU,1586629290,74,54.43,31.9,1.79,3.59
405,Port Macquarie,0,AU,1586629291,44,-31.43,152.92,15.0,4.6
406,La Ronge,75,CA,1586629291,61,55.1,-105.28,-9.0,7.7
407,Along,34,IN,1586629292,47,28.17,94.77,19.31,1.73
408,Plettenberg Bay,100,ZA,1586629293,59,-34.05,23.37,19.18,1.41
409,Angoche,37,MZ,1586629293,77,-16.23,39.91,24.44,3.7
410,Sinnamary,93,GF,1586629294,69,5.38,-52.95,28.01,5.41
411,Gouré,92,NE,1586629295,11,13.98,10.27,33.89,2.68
412,Homer,1,US,1586629295,59,59.64,-151.55,2.0,2.1
413,Sydney,6,AU,1586629098,54,-33.87,151.21,13.33,6.7
414,Muros,75,ES,1586629297,87,42.78,-9.06,16.11,3.1
415,Dingle,2,PH,1586629297,73,11.0,122.67,25.22,2.54
416,Gamba,100,GA,1586629298,86,-2.65,10.0,25.52,1.62
417,Maturin,99,VE,1586629141,29,9.75,-63.18,35.96,3.07
418,Boromo,90,BF,1586629299,20,11.75,-2.93,37.03,3.17
419,Strelka,1,RU,1586629300,95,58.07,93.03,-0.7,1.18
420,Abéché,89,TD,1586629301,11,13.83,20.83,33.02,6.63
421,Katobu,100,ID,1586629301,93,-4.94,122.53,23.9,0.73
422,Okhotsk,97,RU,1586629302,96,59.38,143.3,-4.03,0.76
423,Baní,40,DO,1586629033,59,18.28,-70.33,33.0,5.1
424,Raton,1,US,1586629303,13,36.9,-104.44,20.0,3.6
425,Grootfontein,76,NA,1586629304,48,-19.57,18.12,19.93,2.68
426,Saint-François,10,FR,1586629305,31,46.42,3.91,23.0,1.5
427,Elliot,96,ZA,1586629305,38,-31.33,27.85,17.12,4.58
428,Phan Thiet,44,VN,1586629008,81,10.93,108.1,26.32,2.48
429,Rāvar,93,IR,1586629024,27,31.27,56.81,22.04,6.0
430,Padang,100,ID,1586629193,73,-0.95,100.35,26.56,1.89
431,Vila Franca do Campo,20,PT,1586629308,63,37.72,-25.43,17.0,8.2
432,Fiumicino,0,IT,1586629309,82,41.77,12.23,19.44,2.6
433,Maniitsoq,99,GL,1586629310,72,65.42,-52.9,3.66,3.37
434,Mayo,1,US,1586629049,32,38.89,-76.51,15.56,4.6
435,Marabba,68,SD,1586629311,10,12.35,32.18,33.36,6.87
436,Springbok,10,ZA,1586629312,52,-29.66,17.89,14.14,2.46
437,Zhezkazgan,53,KZ,1586629312,47,47.8,67.71,7.89,4.75
438,Batagay-Alyta,100,RU,1586629313,86,67.8,130.41,-7.63,2.72
439,Bathsheba,20,BB,1586629314,55,13.22,-59.52,31.0,6.7
440,Arrondissement de Lannion,0,FR,1586629314,42,48.75,-3.42,19.0,1.5
441,St. George's,20,GD,1586629293,62,12.06,-61.75,30.0,7.7
442,Bozoum,97,CF,1586629316,66,6.32,16.38,21.31,0.81
443,Ola,100,RU,1586629316,91,59.58,151.28,-9.43,3.9
444,Abu Kamal,66,SY,1586629317,38,34.45,40.92,20.23,0.47
445,Alice Springs,44,AU,1586629318,33,-23.7,133.88,15.0,2.1
446,Borovichi,66,RU,1586629318,87,58.39,33.92,0.76,1.41
447,Paracatu,82,BR,1586629319,59,-17.22,-46.87,26.8,1.29
448,Kruisfontein,100,ZA,1586629073,55,-34.0,24.73,18.03,1.26
449,Bojnourd,75,IR,1586629320,93,37.47,57.33,10.0,1.0
450,Cape Coast,100,GH,1586629321,81,5.11,-1.25,27.97,3.84
451,Asău,80,RO,1586629322,30,46.43,26.4,13.0,1.5
452,Oistins,20,BB,1586629306,55,13.07,-59.53,31.0,6.7
453,Turukhansk,100,RU,1586629266,89,65.82,87.98,1.32,7.61
454,Dubuque,75,US,1586629081,35,42.48,-90.87,16.0,7.2
455,Cassilândia,5,BR,1586629325,50,-19.11,-51.73,28.07,1.27
456,Moyale,37,KE,1586629325,50,3.52,39.06,23.33,2.7
457,Solnechnyy,58,RU,1586629326,80,50.72,136.63,-0.14,1.68
458,Lakes Entrance,80,AU,1586629327,65,-37.88,147.98,11.67,0.45
459,Marawi,0,PH,1586629327,70,8.0,124.29,19.19,1.03
460,Miranda,75,CO,1586629328,78,3.25,-76.23,24.0,3.6
461,Wellington,63,NZ,1586629127,82,-41.29,174.78,15.0,9.3
462,Suntar,70,RU,1586629329,95,62.14,117.63,-0.87,3.31
463,Saint-Ambroise,90,CA,1586629330,64,48.55,-71.33,3.89,8.7
464,Pemangkat,60,ID,1586629331,87,1.17,108.97,25.32,2.82
465,Petaluma,90,US,1586629331,100,38.23,-122.64,15.0,1.23
466,Hwange,24,ZW,1586629332,56,-18.37,26.5,21.69,1.02
467,Napoleon,75,US,1586629333,54,41.39,-84.13,13.33,5.7
468,Nipawin,90,CA,1586629056,67,53.37,-104.0,-5.0,5.7
469,Nuuk,75,GL,1586629334,69,64.18,-51.72,3.0,4.1
470,Taywarah,100,AF,1586629335,37,33.35,64.42,7.32,1.02
471,Ballina,1,AU,1586629335,93,-28.87,153.57,20.0,2.1
472,Port Hedland,0,AU,1586629336,83,-20.32,118.57,23.0,2.6
473,Fare,99,PF,1586629122,76,-16.7,-151.02,28.43,4.93
474,Omsukchan,100,RU,1586629337,85,62.53,155.8,-15.98,1.5
475,Nsoko,0,SZ,1586629338,81,-27.03,31.95,20.11,1.76
476,Lashio,86,MM,1586629312,39,22.93,97.75,19.16,0.44
477,Arinos,70,BR,1586629339,57,-15.92,-46.11,29.5,0.54
478,Lufilufi,90,WS,1586629340,94,-13.87,-171.6,25.0,2.1
479,Praia da Vitória,20,PT,1586629341,72,38.73,-27.07,18.0,5.26
480,Vaitape,100,PF,1586629277,73,-16.52,-151.75,28.77,4.18
481,Hermon,90,US,1586629342,44,44.81,-68.91,6.11,3.6
482,Miraflores,5,MX,1586629343,17,19.22,-98.81,31.0,3.6
483,Vao,13,NC,1586629065,76,-22.67,167.48,24.31,6.18
484,Rafai,94,CF,1586629344,81,4.95,23.92,21.3,1.58
485,Auki,98,SB,1586629345,76,-8.77,160.7,27.63,2.58
486,Zaysan,94,KZ,1586629345,48,47.47,84.87,5.57,0.04
487,Waitati,84,NZ,1586629346,98,-45.75,170.57,11.67,1.65
488,Khorixas,56,NA,1586629347,33,-20.37,14.97,27.97,7.58
489,Tutóia,75,BR,1586629348,74,-2.76,-42.27,30.0,6.2
490,Moses Lake,90,US,1586629216,17,47.13,-119.28,14.0,13.9
491,Rosignol,100,GY,1586629349,66,6.28,-57.53,27.89,3.91
492,San Cristobal,40,VE,1586629349,43,7.77,-72.22,33.0,9.3
493,Margate,23,GB,1586629241,71,51.38,1.39,19.44,2.6
494,Doha,100,QA,1586629154,45,25.29,51.53,32.0,2.6
495,Ontario,40,US,1586629351,76,34.06,-117.65,19.0,2.6
496,Ryōtsu-minato,91,JP,1586629352,93,38.08,138.43,2.0,0.5
497,Krutinka,61,RU,1586629353,72,56.01,71.51,4.57,2.43
498,Valparaíso,90,CL,1586629151,82,-33.04,-71.63,16.0,2.1
499,Altay,64,CN,1586629354,39,47.87,88.12,6.51,2.28
500,Honnāli,55,IN,1586629355,53,14.25,75.67,26.4,2.84
501,Csanádpalota,9,HU,1586629356,33,46.25,20.73,15.0,3.1
502,Ahipara,43,NZ,1586629356,80,-35.17,173.17,16.78,5.0
503,Vanavara,21,RU,1586629357,94,60.34,102.28,-2.85,1.7
504,Karratha,0,AU,1586629358,57,-20.74,116.85,27.7,4.35
505,Jand,100,PK,1586629358,36,33.43,72.02,25.08,0.93
506,Cedar City,1,US,1586629192,19,37.68,-113.06,15.0,2.78
507,Saint George,1,US,1586629360,47,37.1,-113.58,16.67,2.18
508,Markova,35,UA,1586629360,34,48.68,24.41,10.0,2.0
509,Córdoba,16,AR,1586629361,44,-31.41,-64.18,26.11,7.7
510,Santa Rosa,75,PH,1586629244,74,14.31,121.11,28.0,1.5
511,Meulaboh,40,ID,1586629362,79,4.14,96.13,27.12,0.94
512,General Pico,84,AR,1586629363,35,-35.66,-63.76,24.47,6.28
513,Livingston,45,GB,1586629364,47,55.9,-3.52,15.0,5.1
514,Unaí,74,BR,1586629364,55,-16.36,-46.91,28.63,0.49
515,Umluj,12,SA,1586629365,52,25.02,37.27,21.26,5.2
516,Batesville,1,US,1586629226,36,35.77,-91.64,19.44,5.1
517,Buñol,87,ES,1586629366,48,39.42,-0.78,19.0,4.1
518,Halifax,75,CA,1586629367,56,44.65,-63.57,8.89,8.7
519,Matamoros,20,MX,1586629368,16,25.53,-103.25,30.0,7.2
520,Vagay,70,RU,1586629368,89,57.94,69.02,4.21,2.05
521,Santa Cruz de la Sierra,21,BO,1586629239,33,-17.8,-63.17,31.0,2.37
522,Departamento de Maldonado,40,UY,1586629370,73,-34.67,-54.92,21.0,5.1
523,Leer,64,SS,1586629370,36,8.3,30.14,31.09,1.74
524,Isangel,37,VU,1586629371,61,-19.55,169.27,25.16,3.85
525,Vila Velha,75,BR,1586629350,83,-20.33,-40.29,25.56,4.6
526,Redding,1,US,1586629372,68,40.59,-122.39,21.67,2.6
527,Nelspruit,30,ZA,1586629203,68,-25.47,30.97,21.11,3.1
528,Grand Gaube,40,MU,1586629374,83,-20.01,57.66,25.56,4.6
529,Winton,90,US,1586629374,67,37.39,-120.61,18.33,2.1
530,College,75,US,1586629375,85,64.86,-147.8,0.56,2.1
531,Bubaque,0,GW,1586629376,75,11.28,-15.83,26.2,5.97
532,The Valley,20,AI,1586629376,62,18.22,-63.06,31.0,3.6
533,Zaria,100,NG,1586629330,12,11.11,7.72,30.66,3.85
534,Bintulu,75,MY,1586629378,94,3.17,113.03,26.0,0.75
535,Coquimbo,100,CL,1586629379,63,-29.95,-71.34,18.0,4.1
536,Pantai Remis,20,MY,1586629379,88,4.46,100.63,27.78,1.0
537,Ingham,1,US,1586629262,27,42.6,-84.38,13.33,3.6
538,Nemuro,36,JP,1586629381,91,43.32,145.57,-0.84,4.42
539,Tigil',0,RU,1586629381,88,57.8,158.67,-12.85,1.38
540,Verkhnyaya Maksakovka,75,RU,1586629382,86,61.63,50.97,-3.0,3.0
541,Thinadhoo,13,MV,1586629383,61,0.53,72.93,29.34,2.44
542,Daloa,79,CI,1586629384,59,6.88,-6.45,29.69,1.1
543,Port Blair,67,IN,1586629330,71,11.67,92.75,28.2,2.99
